vin,make,year,Model,auto_id,owner_id,DriveTrain,EngineType,transmission,ExteriorColor,InteriorColor,created_at,updated_at
HF4UKFMQ86SYX6V8D,Contoso Motors,2004,Convertible 2DR,1784,784,FWD,Electric,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HV22RYC92SAU3UBDF,Contoso Motors,2004,Coupe,1785,977,FWD,Electric,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NQRSIXZF2KVL8SFU1,Contoso Motors,2014,Hybrid,1786,786,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HKKEXL35XCVVERPBA,Contoso Motors,2015,Truck,1787,288,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8Q0SLA97OMN4ID000,Contoso Motors,2016,Wagon,1788,408,FWD,Electric,Automatic,Blazing Gray,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OK0280NTIJRD4GV19,Contoso Motors,2005,Sedan,1789,885,FWD,Electric,Semi-Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
I5GNNKNP7DE9X8MAL,Contoso Motors,2005,Sedan,1790,5,AWD,Electric,Semi-Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3WCD7AMA2J9AZ7HCL,Contoso Motors,2012,Sedan,1791,31,FWD,Electric,Semi-Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZCH21XKUMFD1416PX,Contoso Motors,2016,Hatchback,1792,535,RWD,Electric,Automatic,Blazing Gray,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N2TXGSXON7ICLCZ2C,Contoso Motors,2005,Truck,1793,313,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Z7JLMXF3R4MVGV6HW,Contoso Motors,2016,Truck,1794,336,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
UEK5ALXCMX6B3SOP5,Contoso Motors,2007,Coupe,1795,83,AWD,Electric,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AS8N7YAOVUXYD538A,Contoso Motors,2014,Hybrid,1796,796,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WZD0FAWB8AKGBDW70,Contoso Motors,2011,SUV,1797,57,FWD,Hybrid,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
43OWHTKJL3PGWXUDQ,Contoso Motors,2011,Commercial,1798,103,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JL9HGQYKX3Z1GTXH6,Contoso Motors,2016,Convertible 2DR,1799,799,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
B9HA6Z09KY4TM0A76,Contoso Motors,2004,Crossover,1800,61,FWD,Hybrid,Automatic,Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7JHXB50SUPQOL8XMX,Contoso Motors,2005,SUV,1801,62,FWD,Hybrid,Automatic,Silver,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DYY2LF6JWHNB58M6W,Contoso Motors,2005,Minivan,1802,802,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PE24KWIAW35HOI5W9,Contoso Motors,2007,SUV,1803,77,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IVTNM5RLIWIA7LMSA,Contoso Motors,2016,Minivan,1804,804,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RRZM5JFZQHT7R0A64,Contoso Motors,2004,SUV,1805,80,FWD,Hybrid,Automatic,Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N9MF131UGWSR9U0GV,Contoso Motors,2005,Minivan,1806,806,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OD05AHPM25NHX48OP,Contoso Motors,2006,Minivan,1807,807,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
F0F2WHGSIH4MS541Y,Contoso Motors,2007,Minivan,1808,808,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YQ1CEMGT924O5514L,Contoso Motors,2004,Minivan,1809,809,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CSMZSNI8K7WGL9SH4,Contoso Motors,2005,Minivan,1810,810,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9JVGMLPA2NEUMPT6K,Contoso Motors,2004,Sedan,1811,125,FWD,Electric,Semi-Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TIQ2UHLCRYEJL4T5R,Contoso Motors,2007,Wagon,1812,578,AWD,Electric,Automatic,Blazing Gray,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O5V5DV6OY6TERV773,Contoso Motors,2013,Sedan,1813,210,FWD,Electric,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3C1YNXSSPZQEWG7H8,Contoso Motors,2007,Sedan,1814,270,FWD,Electric,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4VHS63K95IBOG1TZZ,Contoso Motors,2015,SUV,1815,81,FWD,6 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LSNWMQXA8YOK8STO7,Contoso Motors,2004,Truck,1816,432,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TPD5S8UKQ1X3Z5K9L,Contoso Motors,2005,Truck,1817,458,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8AH2ECGMEM9JP24RE,Contoso Motors,2006,Hatchback,1818,587,FWD,Electric,Automatic,Racing Green,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WQKDPLZAT3A7XBYK7,Contoso Motors,2007,Hatchback,1819,775,AWD,Electric,Automatic,Racing Green,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CXRPHGM4VI2L1FA4P,Contoso Motors,2016,Minivan,1820,820,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O1NWZUDN720THHPDX,Contoso Motors,2011,Minivan,1821,821,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YEDKX73PT6BGST3H5,Contoso Motors,2013,Crossover,1822,83,FWD,Hybrid,Automatic,Silver,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
V0L2KGR4VDZAYBQ4A,Contoso Motors,2016,Hatchback,1823,908,FWD,Electric,Automatic,Volcanic Orange,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7Y758EU9YC4MYFRLG,Contoso Motors,2014,Truck,1824,595,RWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HLBI37GB8RC4UGAP5,Contoso Motors,2014,Crossover,1825,85,FWD,Electric,Automatic,Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TGFDQ9VIJ5X6MDMO8,Contoso Motors,2004,Sedan,1826,293,RWD,Electric,Semi-Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
E73WPS71QUWYR1K45,Contoso Motors,2016,Wagon,1827,914,FWD,Electric,Automatic,White Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MJN7MCX1E4WVOGG92,Contoso Motors,2004,Minivan,1828,828,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RVRD9TF8CQZIGU49W,Contoso Motors,2016,SUV,1829,95,FWD,4 Cylinder,Automatic,Silver,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
R8U6PF4JESGYE4MGI,Contoso Motors,2005,SUV,1830,102,RWD,6 Cylinder,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
62CYUL4PG3PCMZ8C6,Contoso Motors,2011,Commercial,1831,727,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1GESGTOO1FP3KZXLM,Contoso Motors,2011,Convertible 2DR,1832,832,AWD,Hybrid,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2NAMMYRMFTRNA194Z,Contoso Motors,2006,Coupe,1833,467,FWD,Electric,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W81TWMICRR833W3T6,Contoso Motors,2014,Hybrid,1834,834,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
80K0NUUU1CUV2ZBK1,Contoso Motors,2011,Truck,1835,601,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HSYWQVTTD0Z6HRF4O,Contoso Motors,2007,Wagon,1836,962,FWD,Electric,Automatic,White Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YESD0077ML2GMPSIO,Contoso Motors,2012,Sedan,1837,339,FWD,Electric,Semi-Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HETWVNS7R9YFPECZZ,Contoso Motors,2010,Sedan,1838,390,FWD,Electric,Semi-Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
86P1ESMFO5MGSFRWG,Contoso Motors,2005,Sedan,1839,413,FWD,Electric,Semi-Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RMY6DQK9ELFIMUZSG,Contoso Motors,2013,Hatchback,1840,963,FWD,Electric,Automatic,Racing Green,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7TWHX14WEK0DEJUT6,Contoso Motors,2007,Truck,1841,698,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OY0GDA2LRL6XE1XOB,Contoso Motors,2004,Truck,1842,721,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BR0GT9CILRZ9A43F3,Contoso Motors,2011,Coupe,1843,105,FWD,Hybrid,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Y1RE4Q1EJZ1PUYCFN,Contoso Motors,2014,Hybrid,1844,844,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AA5UPOYD33EGVZSOQ,Contoso Motors,2004,SUV,1845,105,AWD,6 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6R64SKO0C3FR7140B,Contoso Motors,2011,Commercial,1846,255,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NQHCP46HGWCGBRKX7,Contoso Motors,2007,Convertible 2DR,1847,847,AWD,4 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9DIDL80LPEKAJ8MDA,Contoso Motors,2011,Crossover,1848,109,AWD,Electric,Automatic,Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PBNZG6IQCB8KONIBD,Contoso Motors,2013,SUV,1849,110,AWD,Hybrid,Automatic,Silver,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O06VDJVYL92YUWDZY,Contoso Motors,2005,Minivan,1850,850,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3VF7QH2ALJKCN2I67,Contoso Motors,2005,SUV,1851,125,AWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GR75XOTA85XMLMLUP,Contoso Motors,2007,Minivan,1852,852,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
J1W0CUNROHESE2OK9,Contoso Motors,2011,SUV,1853,128,FWD,6 Cylinder,Automatic,Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K1GW6D8UH0DW6ULJU,Contoso Motors,2005,Minivan,1854,854,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YLTY2V3NF3W77WSAK,Contoso Motors,2012,Minivan,1855,855,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZP2VWPVYBL00QZCIT,Contoso Motors,2016,Minivan,1856,856,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PLPRZO05BHM85ZZDD,Contoso Motors,2011,Minivan,1857,857,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
E0681XOGP7TKBCYRW,Contoso Motors,2013,Minivan,1858,858,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MCQ41XLMCAD42B6QR,Contoso Motors,2015,Sedan,1859,450,FWD,Electric,Semi-Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HZGPND740G0BNWYZG,Contoso Motors,2013,Hatchback,1860,971,AWD,Electric,Automatic,Silver,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HNVCE6YFZSA5M82NY,Contoso Motors,2007,Sedan,1861,15,FWD,Hybrid,Semi-Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OI8WD4DRDZEWW4COT,Contoso Motors,2013,Sedan,1862,35,FWD,Hybrid,Semi-Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SYK3UOPF19CTZGQAC,Contoso Motors,2014,SUV,1863,129,FWD,6 Cylinder,Automatic,Silver,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NUJSKHZITRCC4FSEB,Contoso Motors,2011,Truck,1864,920,RWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ML0FPNHO2KQCRJ005,Contoso Motors,2013,Truck,1865,968,RWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LHTP6GFS9IDBZPJVA,Contoso Motors,2016,Wagon,1866,980,FWD,Electric,Automatic,Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0WR03RBQOIEE54NP1,Contoso Motors,2007,Wagon,1867,28,RWD,Electric,Automatic,Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NH3WQOEUGGJ1H01BC,Contoso Motors,2005,Minivan,1868,868,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
552KVXMT7HLB031E9,Contoso Motors,2007,Minivan,1869,869,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MLFFX7XURJHTIQ670,Contoso Motors,2016,Crossover,1870,131,FWD,4 Cylinder,Automatic,Silver,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0OTTMK0TJTZRN6GHM,Contoso Motors,2013,Hatchback,1871,100,AWD,Electric,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
UAMGBQH7MRNQF3P7C,Contoso Motors,2013,Truck,1872,34,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Z4BWOKJ4K9746485Z,Contoso Motors,2014,Crossover,1873,133,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M65841L7FNKYEPQ1D,Contoso Motors,2007,Sedan,1874,38,FWD,Hybrid,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YM5490ZK7EDU2UB2J,Contoso Motors,2004,Hatchback,1875,148,AWD,Electric,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QTIB92YVNGGZ5NCSB,Contoso Motors,2011,Minivan,1876,876,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
23RLNWFGBMPZ5R283,Contoso Motors,2007,SUV,1877,143,AWD,Hybrid,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RZF15ASCAPSG1YFX5,Contoso Motors,2005,SUV,1878,150,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GHZE1IXGUO2ST98OX,Contoso Motors,2011,Commercial,1879,783,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CFYAOEH0C1H0UCXTF,Contoso Motors,2013,Convertible 2DR,1880,880,AWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AO2M20D51UUYDZFT0,Contoso Motors,2016,Coupe,1881,163,RWD,Hybrid,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GAE2DZ0TO7X99Z5K5,Contoso Motors,2014,Hybrid,1882,882,FWD,Hybrid,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6PSV5WJIRTVY7476X,Contoso Motors,2010,Truck,1883,82,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DETPST38DZY7DXE21,Contoso Motors,2005,Wagon,1884,154,AWD,Electric,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RYLMK2QG390E4DJP2,Contoso Motors,2013,Sedan,1885,98,AWD,Hybrid,Semi-Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4ESZLV9P45UX28XB6,Contoso Motors,2007,Sedan,1886,158,FWD,Hybrid,Semi-Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HN4NBI7CWAIBSU9SZ,Contoso Motors,2012,Sedan,1887,227,FWD,Hybrid,Semi-Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VFIZXSGDTRI7MDRUG,Contoso Motors,2012,Hatchback,1888,207,FWD,Electric,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YUU2FD5H2K66V8NKV,Contoso Motors,2007,Truck,1889,160,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AA3EHHRB707R62KHH,Contoso Motors,2016,Truck,1890,296,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NI1WFQKIABQN1EA4I,Contoso Motors,2007,Coupe,1891,307,AWD,Hybrid,Automatic,Silver,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XOX7TQJKPSIDBHE9V,Contoso Motors,2014,Hybrid,1892,892,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XZBMPMLG88ST2A1VY,Contoso Motors,2011,SUV,1893,153,FWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7NNFSYIU12C79B34H,Contoso Motors,2011,Commercial,1894,182,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZMKK68LG6P29T391M,Contoso Motors,2006,Convertible 2DR,1895,895,AWD,Hybrid,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
L7LK0N5XKOZMGRKO0,Contoso Motors,2004,Crossover,1896,157,FWD,Hybrid,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9WUAZI8WYKE2HLN74,Contoso Motors,2010,SUV,1897,158,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
89K02IJKPPMHR6P29,Contoso Motors,2005,Minivan,1898,898,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QKCHRE6RZGZ9RN71P,Contoso Motors,2014,SUV,1899,173,AWD,Hybrid,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7A5P5CAVN7ECYUWB3,Contoso Motors,2016,Minivan,1900,900,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WA487EEOQ5WCKZYLR,Contoso Motors,2013,SUV,1901,176,AWD,4 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
18EAJ0D3N68L32XHZ,Contoso Motors,2013,Minivan,1902,902,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KL6L0A8IGL5OMNCLY,Contoso Motors,2014,Minivan,1903,903,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
A6W492X9QZZIOIHMJ,Contoso Motors,2015,Minivan,1904,904,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LJWY307L1YB167PUX,Contoso Motors,2004,Minivan,1905,905,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2EEIVXYW67W47AMWE,Contoso Motors,2010,Minivan,1906,906,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
H623WDYR5UVWD9OTB,Contoso Motors,2013,Sedan,1907,255,AWD,Hybrid,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XBN0KTOXQE3Y0W7H2,Contoso Motors,2007,Hatchback,1908,347,FWD,Electric,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G535XU2EP4EZYQ9V5,Contoso Motors,2014,Sedan,1909,275,AWD,Hybrid,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VI8ICCWWC8MXVBNDX,Contoso Motors,2010,Sedan,1910,278,AWD,Hybrid,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1LIE370RGVBQSNGYW,Contoso Motors,2014,SUV,1911,177,AWD,4 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WLJ9LSVNPL0NN8BRQ,Contoso Motors,2014,Truck,1912,321,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JKKU5T3KPDSAG2FQN,Contoso Motors,2015,Truck,1913,344,FWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0Y2F1LU2675YG73T6,Contoso Motors,2011,Hatchback,1914,399,FWD,Electric,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SHCFMZY6U55X1GU6F,Contoso Motors,2011,Wagon,1915,416,FWD,Electric,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
88KN6269SHW7SO6RX,Contoso Motors,2004,Minivan,1916,916,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
63M8BQ5Y0CFK1SOJY,Contoso Motors,2005,Minivan,1917,917,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ESSKZFS50KRY3KDVC,Contoso Motors,2013,Crossover,1918,179,AWD,4 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7R14LHOCKXGTMX5EQ,Contoso Motors,2016,Wagon,1919,464,FWD,Electric,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SUJUGG82U7R82JVP2,Contoso Motors,2007,Truck,1920,441,AWD,Electric,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N5NRZD4B92K2KJFKU,Contoso Motors,2005,Crossover,1921,181,AWD,4 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KCBY8S2REET1ZNWWR,Contoso Motors,2007,Sedan,1922,302,FWD,Hybrid,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OOYDCQ5731N18LOMC,Contoso Motors,2005,Wagon,1923,42,AWD,Hybrid,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9JYNZBLTIYDQ73N6M,Contoso Motors,2013,Minivan,1924,924,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HUDTMC2MY0LQ4J3TI,Contoso Motors,2006,SUV,1925,191,FWD,4 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
70PQPODP5A2LE93UA,Contoso Motors,2013,SUV,1926,198,RWD,12 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
D8E4AYK4RAY0XVG32,Contoso Motors,2011,Commercial,1927,215,AWD,8 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZLRJLFDZKY6PQASXX,Contoso Motors,2004,Convertible 2DR,1928,928,FWD,4 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
